代號,公司,扣抵稅率,配息,除息日,配股,除權日,股價,現金殖利率,殖利率,還原殖利率,發息日,配息率,董監持股,3年平均股利,6年平均股利,10年平均股利,10年股利次數,1QEPS,2QEPS,3QEPS,今年累積EPS,去年EPS,本益比,股價淨值比,5%每萬元買抵稅,5%持有一張抵稅,12%萬買,12%一張,20%萬買,20%一張,30%萬買,30%一張,多少張以上要繳健保費,一張繳健保費,
2636,台驊,0.029%,1.79640201,08/02,0.19960029,08/02,23.65,7.6%,8.44%,8.44%,09/06,73.93%,13.27%,1.57,1.7,1.56,10,0.1,0,0,0.1,2.7,10.46,1.11,-42.08,-99.53,-101.17,-239.27,-168.7,-398.97,-253.11,-598.6,10.0186,38.13,
2637,F-慧洋,0%,2.5,06/27,0,,33.7,7.42%,7.42%,7.42%,07/19,55.19%,35.25%,2.55,2.49,1.74,7,1.65,0,0,1.65,4.53,6.75,0.63,0,0,0,0,0,0,0,0,0,0,
2640,大車隊,23.28%,3.28,08/11,0.5,,56.6,5.8%,6.68%,7.56%,09/09,90%,37.24%,4.66,3.92,2.35,6,1.01,0,0,1.01,4.2,13.87,2,40.46,228.99,-11.73,-66.41,-71.38,-404.01,-145.94,-826.01,4.7393,80.6,
2641,正德,5.33%,0.1,07/28,0,,10.9,0.92%,0.92%,0.94%,08/15,21.28%,36.28%,0.17,0.08,0.05,3,-0.11,0,0,-0.11,0.47,32.06,0.86,-2.26,-2.47,-8.86,-9.65,-16.39,-17.87,-25.81,-28.13,194.8084,1.96,
2642,宅配通,27.75%,0.6,07/04,0,,26.8,2.24%,2.24%,2.6%,07/20,56.6%,52.82%,0.93,0.57,0.34,4,0.5,0,0,0.5,1.06,23.93,1.53,18.32,49.09,0.47,1.26,-19.93,-53.4,-45.42,-121.73,29.2719,13.05,
2643,捷迅,8.59%,2,,0,,45,4.44%,4.44%,4.64%,,49.02%,39.51%,1.33,0.67,0.4,3,1.6,0,0,1.6,4.08,10.56,1.96,-4.09,-18.4,-36.54,-164.41,-73.62,-331.28,-119.97,-539.87,9.5882,39.84,
2701,萬企,13.48%,0.2,,0.5,,14.4,1.39%,4.86%,5.21%,,84.34%,39.92%,0.67,0.6,0.64,10,0.21,0,0,0.21,0.83,16.55,0.85,6.82,9.82,-29.5,-42.48,-71.01,-102.26,-122.9,-176.97,26.7673,14.27,
2702,華園,0.01%,0.12,08/24,0.4,08/24,16.65,0.72%,3.12%,3.12%,,86.67%,21.05%,0.52,0.68,0.58,9,0.22,0,0,0.22,0.6,26.43,1.31,-15.6,-25.98,-37.46,-62.38,-62.45,-103.98,-93.68,-155.98,38.4596,9.93,
2704,國賓,20.07%,0.7,09/05,0,,26.1,2.68%,2.68%,2.98%,,61.4%,25.74%,0.7,0.57,0.56,10,0.33,0,0,0.33,1.14,23.1,1.03,12.16,31.73,-8.5,-22.18,-32.11,-83.8,-61.62,-160.83,25.9658,14.71,
2705,六福,8.87%,0.0455252,,0.27,,9.09,0.5%,3.47%,3.63%,,90.15%,23.2%,0.16,0.09,0.05,2,-0.21,0,0,-0.21,0.35,-16.83,0.62,-2.73,-2.48,-28.11,-25.55,-57.11,-51.91,-93.36,-84.86,60.6946,6.29,
2706,第一店,12.58%,0.18,,0.72,,18.25,0.99%,4.93%,5.26%,,82.57%,22.84%,0.9,0.82,1.08,10,0.3,0,0,0.3,1.09,15.73,0.98,4.81,8.78,-31.88,-58.18,-73.81,-134.71,-126.23,-230.37,20.9072,18.27,
2707,晶華,20.48%,8.872,07/15,0,,188,4.72%,4.72%,5.26%,08/02,99.02%,11.22%,9.49,10.1,11.05,10,2.02,0,0,2.02,8.96,21.84,5.96,22.31,419.47,-14.1,-265.17,-55.72,-1047.61,-107.75,-2025.66,2.0449,186.81,
2712,悅來,12.68%,0.85,08/02,0,,26.45,3.21%,3.21%,3.43%,08/23,101.19%,51.96%,0.8,0.47,0.28,4,0.11,0,0,0.11,0.84,31.87,2.11,3.29,8.7,-20.63,-54.58,-47.97,-126.89,-82.15,-217.28,22.1266,17.26,
2718,晶悅,22.94%,0.7,,0,,27.8,2.52%,2.52%,2.84%,,45.75%,30.43%,0.4,0.78,0.94,9,0.43,0,0,0.43,1.53,19.17,1.04,14.85,41.28,-4.8,-13.34,-27.25,-75.77,-55.32,-153.8,25.6315,14.9,
2722,夏都,22.95%,0.5,06/23,0.7,06/23,42.6,1.17%,2.82%,3.18%,07/21,70.59%,55.06%,1.2,1.25,0.87,7,0.18,0,0,0.18,1.7,24.77,2.52,16.62,70.82,-5.36,-22.82,-30.48,-129.84,-61.88,-263.61,14.951,25.55,
2723,F-美食,0%,2.5,06/22,0.5,,341,0.73%,0.88%,0.88%,07/08,37.17%,46.31%,1.8,3.15,2.85,8,2.62,0,0,2.62,8.07,36.47,6.04,0,0,0,0,0,0,0,0,0,0,
2726,F-雅茗,0%,1.5,,1,,68.5,2.19%,3.65%,3.65%,,94.34%,35.33%,1.5,0.75,0.45,2,0.57,0,0,0.57,2.65,24.46,3.58,0,0,0,0,0,0,0,0,0,0,
2727,王品,20.48%,1,06/28,0,,142,0.7%,0.7%,0.78%,07/22,222.22%,10.37%,5.73,7.02,4.21,5,1.07,0,0,1.07,0.45,-258.18,3.19,3.33,47.28,-2.1,-29.89,-8.32,-118.08,-16.08,-228.32,18.1422,21.06,
2729,瓦城,20.48%,10.6,07/07,0,,220,4.82%,4.82%,5.37%,08/08,88.33%,50.67%,9.77,7.57,4.54,5,3.72,0,0,3.72,12,17.8,2.67,22.78,501.17,-14.4,-316.81,-56.89,-1251.65,-110.01,-2420.19,1.7115,223.19,
2731,雄獅,12.85%,4.6,07/07,0,,89.3,5.15%,5.15%,5.5%,08/15,71.54%,21.52%,4.27,2.43,1.46,4,1.08,0,0,1.08,6.43,15.97,2.74,5.69,50.77,-32.69,-291.92,-76.55,-683.56,-131.37,-1173.11,4.0853,93.51,
2732,六角,22.97%,4,07/18,1.5,07/18,82.6,4.84%,6.66%,7.52%,08/19,108.7%,25.34%,4.83,3.42,2.05,4,0.73,0,0,0.73,5.06,18.11,2.66,39.36,325.09,-12.61,-104.13,-71.99,-594.66,-146.23,-1207.83,3.2618,117.11,
2734,易飛網,33.87%,0.5,,0,,21.45,2.33%,2.33%,2.81%,,-161.29%,24.73%,1.43,0.82,0.49,4,-0.16,0,0,-0.16,-0.31,-30.21,1.16,25.85,55.44,6.77,14.51,-15.04,-32.26,-42.3,-90.73,34.207,11.17,
2736,高野,16.3%,2.5,,0,,35.3,7.08%,7.08%,7.71%,,42.16%,28.14%,0.83,0.42,0.25,1,1.22,0,0,1.22,5.93,6.35,1.18,19.42,68.56,-34.19,-120.7,-95.47,-337,-172.06,-607.37,7.3971,51.64,
2739,寒舍,0%,2.54471726,06/22,0,,39.55,6.43%,6.43%,6.43%,07/08,84.82%,43.35%,0.85,0,0,,0.97,0,0,0.97,3,13.18,2.7,-32.17,-127.24,-77.21,-305.37,-128.68,-508.94,-193.03,-763.42,7.8594,48.6,
2740,天蔥,20.48%,1.47270443,,0,,38.5,3.83%,3.83%,4.26%,,81.82%,15.86%,0.49,0.25,0.15,1,-0.5,0,0,-0.5,1.8,83.7,2.19,18.09,69.63,-11.43,-44.02,-45.17,-173.9,-87.34,-336.25,12.319,31.01,
2801,彰銀,8.02%,0.35,08/10,0.6,08/10,17.15,2.04%,5.54%,5.77%,09/07,68.84%,34.74%,0.88,0.92,0.83,10,0.4,0,0,0.4,1.38,11.91,1.09,-6.59,-11.31,-46.93,-80.48,-93.02,-159.52,-150.63,-258.33,20.241,18.87,
2809,京城銀,10.49%,0.5,06/24,0,,23.4,2.14%,2.14%,2.26%,07/20,16.18%,3.42%,1.17,0.83,0.5,4,0.96,0,0,0.96,3.09,7.34,0.91,-0.04,-0.09,-15.78,-36.92,-33.77,-79.02,-56.26,-131.64,38.0066,10.05,
2812,台中銀,20.48%,0.5,,0.17,,9.24,5.41%,7.25%,8.08%,,58.77%,7.49%,0.81,0.67,0.51,8,0.25,0,0,0.25,1.14,9.06,0.72,34.28,31.68,-21.67,-20.02,-85.62,-79.11,-165.56,-152.97,27.078,14.11,
2816,旺旺保,2.61%,0.1,07/26,0,,12.4,0.81%,0.81%,0.82%,08/17,8.13%,20.88%,0.81,0.41,0.24,3,0.26,0,0,0.26,1.23,35.43,0.74,-3.03,-3.76,-8.75,-10.85,-15.29,-18.96,-23.46,-29.09,197.4236,1.93,
2820,華票,20.51%,0.83,06/29,0,,12.15,6.83%,6.83%,7.61%,07/27,69.17%,28.48%,0.76,0.9,0.71,8,0.35,0,0,0.35,1.2,9.64,0.71,32.4,39.36,-20.33,-24.7,-80.58,-97.91,-155.9,-189.42,21.8551,17.48,
2823,中壽,1.53%,0.6,07/21,0.4,07/21,26.35,2.28%,3.8%,3.82%,08/17,36.36%,2.4%,1.27,1.22,1.02,8,0.81,0,0,0.81,2.75,10.29,0.95,-16.22,-42.73,-42.99,-113.27,-73.58,-193.88,-111.82,-294.65,19.8482,19.25,
2832,台產,13.74%,1.2,06/30,0,,19.35,6.2%,6.2%,6.66%,07/26,39.87%,24.51%,1.07,1.24,1.47,9,0.33,0,0,0.33,3.01,7.17,0.89,9.47,18.32,-36.93,-71.45,-89.95,-174.05,-156.22,-302.29,15.5953,24.49,
2834,台企銀,2.29%,0.1,,0.5,,8.41,1.19%,7.13%,7.22%,,66.67%,21.92%,0.57,0.5,0.34,7,0.24,0,0,0.24,0.9,9.34,0.69,-27.91,-23.47,-78.42,-65.95,-136.15,-114.5,-208.31,-175.19,32.956,11.59,
2836,高雄銀,20.48%,0.03,,0.52,,9.14,0.33%,6.02%,6.7%,,72.37%,50.36%,0.45,0.45,0.38,7,0.21,0,0,0.21,0.76,12.03,0.59,28.45,26,-17.99,-16.44,-71.05,-64.94,-137.39,-125.58,32.9859,11.58,
2838,聯邦銀,2.57%,0.4,07/11,0,,8.72,4.59%,4.59%,4.65%,08/05,33.33%,22.26%,0.76,0.6,0.36,5,0.25,0,0,0.25,1.2,7.45,0.64,-17.34,-15.12,-49.86,-43.48,-87.03,-75.89,-133.49,-116.4,49.3657,7.74,
2841,台開,0.86%,0.2,,0.5,,10.6,1.89%,6.6%,6.63%,,23.97%,6.47%,0.86,0.78,0.56,7,0.04,0,0,0.04,2.92,3.41,0.42,-30.32,-32.14,-76.75,-81.35,-129.8,-137.59,-196.13,-207.89,28.4491,13.43,
2845,遠東銀,11.11%,0.4,,0.2,,9.31,4.3%,6.44%,6.82%,,46.15%,8.55%,0.75,0.75,0.5,7,0.28,0,0,0.28,1.3,7.63,0.71,1.79,1.66,-45.83,-42.67,-100.25,-93.34,-168.28,-156.67,31.5791,12.1,
2849,安泰銀,3.29%,0.6,07/14,0,,13.85,4.33%,4.33%,4.4%,08/12,30.61%,22.26%,0.6,0.6,0.36,6,0.04,0,0,0.04,1.96,8.45,0.76,-14.89,-20.62,-45.71,-63.31,-80.94,-112.1,-124.98,-173.09,32.7939,11.65,
2850,新產,12.79%,1.57,07/14,0,,23.55,6.67%,6.67%,7.12%,08/10,39.55%,7.18%,1.21,1.3,1.38,9,0.75,0,0,0.75,3.97,5.83,0.86,7.17,16.88,-42.48,-100.05,-99.23,-233.68,-170.16,-400.72,11.9732,31.9,
2851,中再保,24.15%,0.7,06/14,0,,13.75,5.09%,5.09%,5.79%,07/08,51.47%,57.3%,1.03,0.8,0.88,8,0.13,0,0,0.13,1.36,14.63,0.82,32.94,45.3,-6.99,-9.62,-52.64,-72.38,-109.7,-150.83,25.4931,14.98,
2855,統一證,20.66%,0.2,07/26,0.31,07/26,12.05,1.66%,4.23%,4.72%,08/30,70.83%,7.12%,0.68,0.66,0.78,9,0.15,0,0,0.15,0.72,26.2,0.69,20.37,24.55,-12.31,-14.84,-49.67,-59.85,-96.37,-116.12,35.544,10.75,
2856,元富證,21.77%,0.4,08/05,0.35,08/05,9.16,4.37%,8.19%,9.19%,09/10,75.76%,38.27%,0.62,0.53,0.45,9,0.04,0,0,0.04,0.99,11.04,0.65,43.73,40.06,-19.82,-18.16,-92.46,-84.69,-183.25,-167.85,24.0489,15.88,
2867,三商壽,10.99%,0,,0.5,,16.2,0%,3.09%,3.27%,,26.6%,44.47%,0.77,0.56,0.55,6,0.11,0,0,0.11,1.88,11.41,0.88,0.68,1.1,-22.11,-35.82,-48.16,-78.02,-80.72,-130.77,37.9165,10.07,
2880,華南金,3.2%,0.63,08/18,0.62,08/18,17.4,3.62%,7.18%,7.3%,09/09,88.03%,25.2%,1.16,1.06,1.04,10,0.37,0,0,0.37,1.42,12.25,1.1,-25,-43.5,-76.09,-132.4,-134.48,-234,-207.47,-361,15.748,24.26,
2881,富邦金,8.21%,2,06/27,0,,39.65,5.04%,5.04%,5.26%,07/21,32.21%,21.51%,2.17,1.75,1.55,9,0.86,0,0,0.86,6.21,7.76,1.02,-5.55,-22.01,-42.31,-167.75,-84.32,-334.32,-136.83,-542.53,9.6057,39.77,
2882,國泰金,0%,2,06/27,0,,35.85,5.58%,5.58%,5.58%,07/25,43.67%,1.7%,2,1.53,1.47,9,0.65,0,0,0.65,4.58,9.43,0.97,-27.89,-100,-66.95,-240,-111.58,-400,-167.36,-600,10,38.2,
2883,開發金,8.11%,0.5,06/03,0,,7.76,6.44%,6.44%,6.72%,06/24,86.21%,5.76%,0.5,0.4,0.44,8,0.08,0,0,0.08,0.58,16.51,0.69,-7.4,-5.74,-54.33,-42.16,-107.96,-83.78,-175.01,-135.81,38.4412,9.94,
2884,玉山金,12.57%,0.43,07/28,1,07/28,17.8,2.42%,8.03%,8.57%,08/29,87.73%,2.39%,1.3,1.14,0.85,9,0.47,0,0,0.47,1.63,10.6,1.15,7.8,13.88,-51.97,-92.51,-120.28,-214.1,-205.67,-366.09,13.159,29.03,
2885,元大金,8.55%,0.361,07/15,0,,11.2,3.22%,3.22%,3.37%,08/10,35.39%,4.2%,0.71,0.64,0.55,9,0.31,0,0,0.31,1.02,13.33,0.67,-3.03,-3.39,-26.55,-29.74,-53.44,-59.85,-87.05,-97.5,53.1303,7.19,
2886,兆豐金,6.09%,1.5,08/15,0,,25,6%,6%,6.19%,09/02,63.83%,20.1%,1.34,1.2,1.13,10,0.56,0,0,0.56,2.35,11.79,1.13,-12.64,-31.61,-55.92,-139.81,-105.38,-263.46,-167.21,-418.03,12.9393,29.52,
2887,台新金,11.27%,0.48267681,,0.72401532,,12.8,3.77%,9.43%,9.99%,,86.81%,2.08%,0.91,0.98,0.72,8,0.41,0,0,0.41,1.39,9.41,0.97,3.33,4.26,-66.38,-84.97,-146.05,-186.94,-245.63,-314.41,15.6901,24.35,
2889,國票金,12.27%,0.26394464,08/08,0.263944645,08/08,8.16,3.23%,6.47%,6.89%,09/09,91.02%,6.76%,0.52,0.62,0.57,9,0.24,0,0,0.24,0.58,12.55,0.7,5.36,4.37,-42.7,-34.85,-97.63,-79.67,-166.29,-135.7,35.6967,10.7,
2890,永豐金,9%,0.432,08/11,0.5,08/11,10.3,4.19%,9.05%,9.47%,09/14,87.1%,4.88%,1.1,0.91,0.6,9,0.27,0,0,0.27,1.07,10.51,0.78,-6.56,-6.76,-72.75,-74.93,-148.4,-152.85,-242.95,-250.24,20.5351,18.6,
2891,中信金,0%,0.81,07/29,0.8,,17.6,4.6%,9.15%,9.15%,08/26,76.67%,0.99%,1.33,1.35,1.09,9,0.36,0,0,0.36,2.1,9.83,1.11,-45.74,-80.5,-109.77,-193.2,-182.95,-322,-274.43,-483,12.4224,30.75,
2892,第一金,4.12%,0.95,08/05,0.45,08/05,17.7,5.37%,7.91%,8.08%,08/25,90.32%,19.03%,1.32,1.16,1.15,10,0.39,0,0,0.39,1.55,12.46,1.06,-24.07,-42.6,-80.58,-142.62,-145.16,-256.93,-225.88,-399.81,13.9974,27.29,
2901,欣欣,20.48%,0.4902963,08/16,0,,26.2,1.87%,1.87%,2.08%,09/14,89.14%,48.72%,0.43,0.4,0.32,9,0.08,0,0,0.08,0.55,48.52,2.19,8.85,23.18,-5.59,-14.65,-22.1,-57.89,-42.73,-111.94,37.0026,10.32,
2903,遠東百,18.27%,1,08/04,0,,18.25,5.48%,5.48%,6.03%,09/02,83.33%,22.97%,1.12,1.24,1.18,10,0.22,0,0,0.22,1.2,13.72,0.86,20.15,36.78,-21.71,-39.61,-69.55,-126.92,-129.35,-236.06,18.3259,20.84,
2904,匯僑,21.39%,2,07/26,0,,26.05,7.68%,7.68%,8.6%,08/18,89.29%,42.58%,2.27,2.42,1.62,9,0.54,0,0,0.54,2.24,12,1.8,39.62,103.21,-19.87,-51.77,-87.86,-228.88,-172.85,-450.27,9.0338,42.29,
2905,三商行,22.12%,0.6,,0.5,,19.15,3.13%,5.74%,6.46%,,47.83%,36.29%,0.8,1.03,0.85,9,0.37,0,0,0.37,2.3,8.91,0.95,31.63,60.58,-13.02,-24.94,-64.06,-122.67,-127.85,-244.84,16.3712,23.33,
2906,高林,10.51%,0.5,07/07,0,,11.3,4.42%,4.42%,4.67%,08/10,100%,31.54%,0.7,0.83,0.71,9,0.07,0,0,0.07,0.5,28.97,0.76,-0.03,-0.04,-32.64,-36.88,-69.89,-78.98,-116.47,-131.61,38.0029,10.05,
2908,特力,20.48%,0.95,07/18,0,,19.65,4.83%,4.83%,5.39%,08/10,71.97%,20.51%,1.03,0.99,0.89,10,0.6,0,0,0.6,1.32,15,1.3,22.86,44.92,-14.45,-28.39,-57.09,-112.18,-110.38,-216.9,19.0971,20,
2912,統一超,15.03%,7.2,08/03,0,,259,2.78%,2.78%,3.01%,09/07,90.91%,45.89%,6.73,5.79,4.85,10,2.35,0,0,2.35,7.92,31.39,9.11,5.95,154.03,-14.97,-387.85,-38.89,-1007.14,-68.77,-1781.24,2.5836,147.85,
2913,農林,4.4%,0.5,07/21,0,,15.85,3.15%,3.15%,3.23%,08/19,49.5%,8.23%,0.54,0.34,0.22,6,0.17,0,0,0.17,1.01,18.22,0.75,-9.18,-14.55,-31.75,-50.32,-57.54,-91.2,-89.78,-142.3,39.1389,9.76,
2915,潤泰全,4.52%,1.6,08/10,0,,51,3.14%,3.14%,3.21%,09/08,18.67%,13.74%,4.2,2.98,2.13,9,2.51,0,0,2.51,8.57,5.43,2.01,-8.95,-45.65,-31.41,-160.18,-57.07,-291.07,-89.15,-454.69,12.2237,31.25,
2916,滿心,20.84%,1.3,06/24,0,,16.55,7.85%,7.85%,8.77%,07/20,88.44%,44.99%,1.13,1.22,1.28,10,0.34,0,0,0.34,1.47,11.57,0.99,38.48,63.69,-22.23,-36.8,-91.62,-151.63,-178.36,-295.18,13.9328,27.42,
2923,F-鼎固,0%,0.36,,0,,20.45,1.76%,1.76%,1.76%,,18%,48.63%,0.27,0.17,0.1,4,0.2,0,0,0.2,2,10.94,0.65,0,0,0,0,0,0,0,0,0,0,
2924,F-東凌,0%,0.5,08/04,0,,53,0.94%,0.94%,0.94%,08/25,70.42%,32.07%,1.95,2.36,1.41,6,0,0,0,0,0.71,85.48,2.19,0,0,0,0,0,0,0,0,0,0,
2926,誠生,20.49%,7.58,07/26,0.5,07/26,182,4.16%,4.44%,4.95%,09/12,88.6%,52.99%,7,5.23,3.14,5,2.92,0,0,2.92,9.12,18.88,4.82,21.01,382.41,-13.25,-241.14,-52.4,-953.76,-101.35,-1844.54,2.2452,170.14,
2928,F-紅馬,0%,0.95,07/28,0,,51.2,1.86%,1.86%,1.86%,08/30,77.24%,10.57%,0.32,0.16,0.1,1,0.54,0,0,0.54,1.23,34.13,2,0,0,0,0,0,0,0,0,0,0,
2929,F-淘帝,0%,5.5,,2,,142,3.87%,5.28%,5.28%,,52.08%,0%,6.5,3.25,1.95,3,3.75,0,0,3.75,14.4,9.35,2.21,0,0,0,0,0,0,0,0,0,0,
3002,歐格,13.66%,0.35,,0,,10.3,3.4%,3.4%,3.65%,,85.37%,18.99%,0.72,0.57,0.99,10,0.14,0,0,0.14,0.41,23.95,0.8,5.06,5.21,-20.35,-20.96,-49.39,-50.88,-85.7,-88.27,53.4895,7.14,
3003,健和興,19.23%,1,06/30,0,,38.3,2.61%,2.61%,2.89%,07/20,40.82%,13.13%,0.99,0.86,1,10,0.51,0,0,0.51,2.45,16.03,1.44,10.79,41.34,-9.24,-35.39,-32.14,-123.08,-60.76,-232.7,18.2457,20.94,
3004,豐達,9.7%,1.8,,0,,60.8,2.96%,2.96%,3.11%,,39.74%,47.06%,0.93,0.66,0.4,4,1.05,0,0,1.05,4.53,12.96,2.33,-1.16,-7.07,-22.89,-139.18,-47.72,-290.16,-78.76,-478.89,10.5971,36.05,
3005,神基,11.57%,2,07/26,0,,24.05,8.32%,8.32%,8.83%,08/19,91.32%,35.22%,1.43,0.98,1.01,10,0.53,0,0,0.53,2.19,11.29,1,4.12,9.92,-57.46,-138.18,-127.83,-307.44,-215.8,-519.01,9.4531,40.41,
3006,晶豪科,12.15%,1.20004148,07/05,0,,29.4,4.08%,4.08%,4.35%,07/29,64.87%,5.83%,1.95,1.33,1.46,10,0.53,0,0,0.53,1.85,18.97,1.1,3.15,9.26,-27.16,-79.85,-61.8,-181.69,-105.1,-308.98,15.7116,24.31,
3008,大立光,11.15%,63.5,,0,,3420,1.86%,1.86%,1.97%,,35.26%,24.78%,47.67,31.75,23.23,10,27.01,0,0,27.01,180.08,19.63,6.89,0.55,188.12,-13.17,-4504.69,-28.85,-9867.9,-48.46,-16571.91,0.2983,1280.47,
3010,華立,16.67%,2.7,07/25,0,,47.85,5.64%,5.64%,6.16%,08/18,55.33%,12.31%,3,2.88,2.93,10,1.45,0,0,1.45,4.88,9.24,1.09,16.47,78.79,-26.32,-125.96,-75.23,-359.96,-136.36,-652.47,6.8375,55.87,
3013,晟銘,29.31%,0.3,,0,,14.35,2.09%,2.09%,2.45%,,76.92%,16.51%,0.1,0.18,0.32,6,-0.17,0,0,-0.17,0.39,49.48,1.16,18.65,26.77,1.87,2.69,-17.3,-24.83,-41.27,-59.22,58.1455,6.57,
3014,聯陽,19.73%,2,07/11,0,,29.7,6.73%,6.73%,7.47%,08/11,90.91%,10.61%,2,1.45,1.7,9,0.49,0,0,0.49,2.2,14.49,1.21,29.44,87.44,-22.35,-66.38,-81.54,-242.16,-155.52,-461.89,9.1021,41.97,
3015,全漢,20.74%,1.5,,0,,24.6,6.1%,6.1%,6.8%,,86.71%,24.64%,1.13,1.68,2.11,10,0.25,0,0,0.25,1.73,11.77,0.55,29.58,72.77,-17.53,-43.12,-71.37,-175.56,-138.66,-341.12,12.0806,31.62,
3017,奇鋐,4.36%,1,,0,,25.65,3.9%,3.9%,3.99%,,47.62%,20.46%,0.8,0.97,0.98,9,0.6,0,0,0.6,2.1,11.35,1.04,-11.42,-29.29,-39.3,-100.82,-71.17,-182.56,-111.01,-284.74,19.5733,19.52,
3022,威強電,6.18%,2,,0,,40.75,4.91%,4.91%,5.06%,,56.34%,7.28%,3.3,3.48,3.06,10,1.03,0,0,1.03,3.55,11.45,1.73,-10.13,-41.29,-45.55,-185.62,-86.03,-350.56,-136.62,-556.74,9.7003,39.38,
3023,信邦,13.27%,3.1,08/24,0.3,08/24,76.1,4.07%,4.47%,4.79%,,75.06%,8.46%,2.95,2.37,2.13,10,1.41,0,0,1.41,4.53,15.92,2.86,5.82,44.31,-27.53,-209.48,-65.64,-499.53,-113.28,-862.09,5.5163,69.25,
3026,禾伸堂,21.44%,2.5,08/12,0,,35.15,7.11%,7.11%,7.97%,09/09,93.63%,10.91%,2.86,2.48,2.61,10,0.69,0,0,0.69,2.67,14.06,0.93,36.87,129.6,-18.25,-64.16,-81.25,-285.6,-160,-562.4,7.2254,52.87,
3027,盛達,3.63%,0.15,,0,,13.25,1.13%,1.13%,1.15%,,38.46%,14.19%,0.35,0.27,0.62,10,0.09,0,0,0.09,0.39,27.6,0.81,-3.71,-4.91,-11.78,-15.6,-21,-27.82,-32.52,-43.09,130.9565,2.92,
3028,增你強,17.65%,1.7,07/07,0,,17,10%,10%,10.97%,07/29,107.59%,12.91%,1.47,1.57,1.47,10,0.52,0,0,0.52,1.58,10.43,0.71,33.84,57.52,-42.34,-71.98,-129.4,-219.98,-238.23,-404.98,10.8107,35.34,
3029,零壹,21.3%,1,08/25,0,,17.7,5.65%,5.65%,6.32%,09/22,60.61%,14.71%,0.89,0.81,0.65,9,0.21,0,0,0.21,1.65,13.72,1.11,28.91,51.18,-14.85,-26.28,-64.86,-114.8,-127.37,-225.45,18.075,21.13,
3030,德律,17.88%,4,06/21,0,,42.2,9.48%,9.48%,10.41%,07/15,94.56%,19.04%,4.2,3.82,3.11,10,0.44,0,0,0.44,4.23,12.13,1.72,33.11,139.72,-39.17,-165.31,-121.78,-513.92,-225.04,-949.68,4.5897,83.23,
3031,佰鴻,20.48%,0.07,08/05,0,,10.2,0.69%,0.69%,0.76%,09/02,-100%,42.81%,0.31,0.49,0.96,9,0.05,0,0,0.05,-0.07,-78.46,0.75,3.24,3.31,-2.05,-2.09,-8.1,-8.27,-15.67,-15.98,259.1748,1.47,
3032,偉訓,14.27%,2,07/19,0,,41,4.88%,4.88%,5.25%,08/16,76.34%,31.17%,2,1.24,1.25,8,0.87,0,0,0.87,2.62,14.14,2.17,8.67,35.57,-27.91,-114.42,-69.72,-285.84,-121.98,-500.11,9.334,40.93,
3033,威健,20.17%,1.496028,07/21,0,,18.25,8.2%,8.2%,9.12%,08/15,88%,13.93%,1.81,2.01,1.92,10,0.42,0,0,0.42,1.7,10.93,1.07,37.55,68.53,-25.62,-46.75,-97.81,-178.51,-188.05,-343.2,12.144,31.46,
3034,聯詠,14.46%,9,07/12,0,,112,8.04%,8.04%,8.66%,08/12,85.55%,4.59%,8.33,6.83,6.73,10,2.01,0,0,2.01,10.52,11.51,2.29,15.01,168.17,-45.3,-507.38,-114.24,-1279.44,-200.4,-2244.51,2.0724,184.33,
3035,智原,6.66%,2,08/10,0,,37.4,5.35%,5.35%,5.53%,09/06,158.73%,13.89%,1.84,1.83,2.16,10,0.3,0,0,0.3,1.26,26.71,1.79,-9.82,-36.73,-48.5,-181.39,-92.71,-346.72,-147.96,-553.38,9.6777,39.47,
3036,文曄,11.15%,2.9,08/04,0.5,08/04,43.55,6.66%,7.81%,8.27%,09/05,75.72%,9.02%,3.47,3.25,2.76,10,0.9,0,0,0.9,4.49,10.22,1.16,2.31,10.07,-55.38,-241.2,-121.32,-528.36,-203.75,-887.31,5.5717,68.56,
3037,欣興,15.59%,0.3,07/28,0,,13.6,2.21%,2.21%,2.39%,08/19,157.89%,14.46%,0.47,1.1,1.28,10,-0.15,0,0,-0.15,0.19,32.38,0.47,5.31,7.22,-11.34,-15.42,-30.36,-41.29,-54.14,-73.63,61.8458,6.18,
3038,全台,3.81%,0.3036,,0,,11.1,2.74%,2.74%,2.79%,,24.29%,14.93%,0.1,0.05,0.09,2,0.31,0,0,0.31,1.25,7.6,1.02,-8.73,-9.69,-28.24,-31.34,-50.53,-56.09,-78.41,-87.03,64.6447,5.91,
3040,遠見,7.22%,2.5,07/07,0,,28.85,8.67%,8.67%,8.99%,07/22,113.64%,30.13%,2.83,1.58,1.11,9,0.94,0,0,0.94,2.2,9.95,1.08,-13.61,-39.26,-76.46,-220.58,-148.28,-427.8,-238.07,-686.83,7.7213,49.47,
3042,晶技,8.23%,2.5,08/11,0,,43.2,5.79%,5.79%,6.04%,09/13,82.51%,6.58%,2.4,2.38,2.49,10,0.73,0,0,0.73,3.03,14.16,1.29,-6.31,-27.27,-48.49,-209.47,-96.69,-417.7,-156.94,-677.99,7.6838,49.71,
3044,健鼎,13.68%,3.25,07/18,0,,65.3,4.98%,4.98%,5.34%,08/18,60.3%,5.39%,2.75,3.29,3.07,10,1.28,0,0,1.28,5.39,11.58,1.15,7.46,48.69,-29.77,-194.38,-72.31,-472.16,-125.48,-819.39,5.7599,66.32,
